Country name,Geographical code,Household unique ID,Enumeration Area,Household unique identifier,urbrur,loc5,loc7,Survey month,Survey year,Adult equivalent scale,Total number of residents excluding household help,"Weights from sampling, used in weighting statistics calculated from individual l","WTA_S multiplied by HHSIZE, normally used in weighting statistics calculated fro",RECODE of urbrur (Urban/Rural),Total value of foods other than purchased,(sum) FD_P_CER,(sum) FD_P_MEAT,(sum) FD_P_VEG,(sum) FD_P_FRUIT,(sum) FD_P_PULS,(sum) FD_P_STAR,Total value of nonalcoholic beverages other than purchased,"Total expenditure on purchased food excluding beverages, tobacco, catering and r",Total expenditure on purchased non-alcoholic beverages,Food expenditure at restaurants,Recall period in weeks,"Total food expenditure, sum of variables prefixed fd",_merge
Ghana,Western,70001/01,70001,1,Urban ,Other Urban ,Urban Coastal,10,2016,0.75999999,1,482.5689515,482.5689392,Urban,0,0,0,0,0,0,0,0,4118.660018,306.6000042,236.5199928,0.714285731,4661.780273,matched (3)
Ghana,Western,70001/02,70001,2,Urban ,Other Urban ,Urban Coastal,10,2016,5.590000033,7,482.5689515,3377.982666,Urban,0,0,0,0,0,0,0,0,8459.240024,890.6000004,87.60000229,0.714285731,9437.439453,matched (3)
Ghana,Western,70001/03,70001,3,Urban ,Other Urban ,Urban Coastal,10,2016,1,1,482.5689515,482.5689392,Urban,0,0,0,0,0,0,0,0,5445.799995,2562.300007,5927.599976,0.714285731,13935.69922,matched (3)
Ghana,Western,70001/04,70001,4,Urban ,Other Urban ,Urban Coastal,10,2016,2.75999999,3,482.5689515,1447.706909,Urban,0,0,0,0,0,0,0,0,3318.579994,857.0200043,1927.199982,0.714285731,6102.800293,matched (3)
Ghana,Western,70001/05,70001,5,Urban ,Other Urban ,Urban Coastal,10,2016,6.709999919,9,482.5689515,4343.120605,Urban,0,0,0,0,0,0,0,0,5099.779969,1459.999985,430.7000122,0.714285731,6990.47998,matched (3)
Ghana,Western,70001/06,70001,6,Urban ,Other Urban ,Urban Coastal,10,2016,1.519999981,2,482.5689515,965.1378784,Urban,0,0,0,0,0,0,0,0,2772.966776,306.6000023,0,0.714285731,3079.566895,matched (3)
Ghana,Western,70001/07,70001,7,Urban ,Other Urban ,Urban Coastal,10,2016,8.379999995,10,482.5689515,4825.689453,Urban,0,0,0,0,0,0,0,0,5340.679985,354.779974,846.8000126,0.714285731,6542.259766,matched (3)
Ghana,Western,70001/08,70001,8,Urban ,Other Urban ,Urban Coastal,10,2016,1.450000048,2,482.5689515,965.1378784,Urban,0,0,0,0,0,0,0,0,1308.159987,131.3999977,262.7999954,0.714285731,1702.360107,matched (3)
Ghana,Western,70001/09,70001,9,Urban ,Other Urban ,Urban Coastal,10,2016,3.799999952,5,482.5689515,2412.844727,Urban,0,0,0,0,0,0,0,0,14030.59999,1036.600006,0,0.714285731,15067.19922,matched (3)
Ghana,Western,70001/10,70001,10,Urban ,Other Urban ,Urban Coastal,10,2016,1.75999999,2,482.5689515,965.1378784,Urban,0,0,0,0,0,0,0,0,614.6600018,248.2000065,1864.420013,0.714285731,2727.280029,matched (3)
Ghana,Western,70001/11,70001,11,Urban ,Other Urban ,Urban Coastal,10,2016,1,1,482.5689515,482.5689392,Urban,0,0,0,0,0,0,0,0,381.0600004,154.7600098,2073.20005,0.714285731,2609.02002,matched (3)
Ghana,Western,70001/12,70001,12,Urban ,Other Urban ,Urban Coastal,10,2016,2,2,482.5689515,965.1378784,Urban,0,0,0,0,0,0,0,0,1829.379989,3788.699966,1898,0.714285731,7516.080078,matched (3)
Ghana,Western,70001/14,70001,14,Urban ,Other Urban ,Urban Coastal,10,2016,1.519999981,2,482.5689515,965.1378784,Urban,0,0,0,0,0,0,0,0,2154.960004,0,0,0.714285731,2154.959961,matched (3)
Ghana,Western,70001/15,70001,15,Urban ,Other Urban ,Urban Coastal,10,2016,4.819999933,6,482.5689515,2895.413818,Urban,0,0,0,0,0,0,0,0,6248.799987,886.2199936,0,0.714285731,7135.02002,matched (3)
Ghana,Western,70002/01,70002,1,Urban ,Other Urban ,Urban Coastal,10,2016,1,1,490.1662214,490.1662292,Urban,0,0,0,0,0,0,0,0,1512.56003,255.5,2467.399979,0.714285731,4235.459961,matched (3)
Ghana,Western,70002/02,70002,2,Urban ,Other Urban ,Urban Coastal,10,2016,2.789999962,3,490.1662214,1470.498657,Urban,0,0,0,0,0,0,0,0,7337.959917,711.0199966,700.7999878,0.714285731,8749.780273,matched (3)
Ghana,Western,70002/03,70002,3,Urban ,Other Urban ,Urban Coastal,10,2016,2.449999988,3,490.1662214,1470.498657,Urban,0,0,0,0,0,0,0,0,9600.95999,886.2199745,365,0.714285731,10852.17969,matched (3)
Ghana,Western,70002/04,70002,4,Urban ,Other Urban ,Urban Coastal,10,2016,4.560000002,7,490.1662214,3431.163574,Urban,0,0,0,0,0,0,0,0,6878.059979,306.6000061,0,0.714285731,7184.660156,matched (3)
Ghana,Western,70002/05,70002,5,Urban ,Other Urban ,Urban Coastal,10,2016,2.040000021,3,490.1662214,1470.498657,Urban,0,0,0,0,0,0,0,0,3981.419993,291.9999924,0,0.714285731,4273.419922,matched (3)
Ghana,Western,70002/06,70002,6,Urban ,Other Urban ,Urban Coastal,10,2016,1.550000012,2,490.1662214,980.3324585,Urban,0,0,0,0,0,0,0,0,5147.959991,408.7999935,1197.200005,0.714285731,6753.959961,matched (3)
Ghana,Western,70002/07,70002,7,Urban ,Other Urban ,Urban Coastal,10,2016,2.279999971,3,490.1662214,1470.498657,Urban,0,0,0,0,0,0,0,0,8584.80001,204.3999977,189.8000031,0.714285731,8979,matched (3)
Ghana,Western,70002/08,70002,8,Urban ,Other Urban ,Urban Coastal,10,2016,4.069999993,5,490.1662214,2450.831055,Urban,0,0,0,0,0,0,0,0,8628.599964,204.4000015,598.5999985,0.714285731,9431.599609,matched (3)
Ghana,Western,70002/09,70002,9,Urban ,Other Urban ,Urban Coastal,10,2016,1,1,490.1662214,490.1662292,Urban,0,0,0,0,0,0,0,0,2446.960012,700.8000031,2438.200012,0.714285731,5585.959961,matched (3)
Ghana,Western,70002/10,70002,10,Urban ,Other Urban ,Urban Coastal,10,2016,4.619999945,6,490.1662214,2940.997314,Urban,0,0,0,0,0,0,0,0,7679.599958,383.9799995,583.9999924,0.714285731,8647.580078,matched (3)
Ghana,Western,70002/11,70002,11,Urban ,Other Urban ,Urban Coastal,10,2016,1.75999999,2,490.1662214,980.3324585,Urban,0,0,0,0,0,0,0,0,6718.919975,518.3000011,438,0.714285731,7675.219727,matched (3)
Ghana,Western,70002/13,70002,13,Urban ,Other Urban ,Urban Coastal,10,2016,3.829999983,5,490.1662214,2450.831055,Urban,0,0,0,0,0,0,0,0,9517.739946,729.9999905,292,0.714285731,10539.74023,matched (3)
Ghana,Western,70002/14,70002,14,Urban ,Other Urban ,Urban Coastal,10,2016,0.790000021,1,490.1662214,490.1662292,Urban,1417.416626,0,0,0,0,0,1417.416626,0,2908.31999,160.6000023,554.7999878,0.714285731,5041.136719,matched (3)
Ghana,Western,70002/15,70002,15,Urban ,Other Urban ,Urban Coastal,10,2016,0.75999999,1,490.1662214,490.1662292,Urban,0,0,0,0,0,0,0,0,3912.800035,43.79999924,73,0.714285731,4029.600098,matched (3)
Ghana,Western,70003/01,70003,1,Urban ,Other Urban ,Urban Coastal,11,2016,3.180000007,5,923.3165803,4616.583008,Urban,0,0,0,0,0,0,0,0,3023.659981,233.6000023,394.1999931,0.714285731,3651.459961,matched (3)
Ghana,Western,70003/03,70003,3,Urban ,Other Urban ,Urban Coastal,11,2016,2.899999976,4,923.3165803,3693.266357,Urban,0,0,0,0,0,0,0,0,1746.159991,189.7999992,350.4000015,0.714285731,2286.360107,matched (3)
Ghana,Western,70003/04,70003,4,Urban ,Other Urban ,Urban Coastal,11,2016,1,1,923.3165803,923.3165894,Urban,0,0,0,0,0,0,0,0,535.8199997,516.8399925,686.1999893,0.714285731,1738.859985,matched (3)
Ghana,Western,70003/05,70003,5,Urban ,Other Urban ,Urban Coastal,12,2016,3.409999967,4,923.3165803,3693.266357,Urban,0,0,0,0,0,0,0,0,5104.160006,348.9399986,102.1999989,0.714285731,5555.300293,matched (3)
Ghana,Western,70003/06,70003,6,Urban ,Other Urban ,Urban Coastal,12,2016,1.620000005,2,923.3165803,1846.633179,Urban,0,0,0,0,0,0,0,0,6161.200006,372.2999859,116.8000031,0.714285731,6650.299805,matched (3)
Ghana,Western,70003/07,70003,7,Urban ,Other Urban ,Urban Coastal,12,2016,2.620000005,3,923.3165803,2769.949707,Urban,0,0,0,0,0,0,0,0,4799.749983,219,116.8000031,0.714285731,5135.549805,matched (3)
Ghana,Western,70003/09,70003,9,Urban ,Other Urban ,Urban Coastal,11,2016,2.420000017,3,923.3165803,2769.949707,Urban,0,0,0,0,0,0,0,0,1058.499992,51.09999943,204.3999977,0.714285731,1314,matched (3)
Ghana,Western,70003/10,70003,10,Urban ,Other Urban ,Urban Coastal,12,2016,3.449999988,5,923.3165803,4616.583008,Urban,0,0,0,0,0,0,0,0,4686.599998,2598.800001,58.40000153,0.714285731,7343.799805,matched (3)
Ghana,Western,70003/11,70003,11,Urban ,Other Urban ,Urban Coastal,11,2016,0.75999999,1,923.3165803,923.3165894,Urban,0,0,0,0,0,0,0,0,1353.419999,51.09999847,233.5999985,0.714285731,1638.119995,matched (3)
Ghana,Western,70003/12,70003,12,Urban ,Other Urban ,Urban Coastal,12,2016,1.209999979,2,923.3165803,1846.633179,Urban,0,0,0,0,0,0,0,0,2617.779997,448.2199936,262.7999878,0.714285731,3328.800049,matched (3)
Ghana,Western,70003/13,70003,13,Urban ,Other Urban ,Urban Coastal,11,2016,1.639999986,3,923.3165803,2769.949707,Urban,0,0,0,0,0,0,0,0,6607.960037,781.1000061,65.69999695,0.714285731,7454.760254,matched (3)
Ghana,Western,70003/14,70003,14,Urban ,Other Urban ,Urban Coastal,12,2016,2.620000005,3,923.3165803,2769.949707,Urban,0,0,0,0,0,0,0,0,4160.999996,219,175.2000027,0.714285731,4555.200195,matched (3)
Ghana,Western,70004/01,70004,1,Urban ,Other Urban ,Urban Coastal,1,2017,1,1,806.1247262,806.1247559,Urban,0,0,0,0,0,0,0,0,1092.080002,240.9000053,2263,0.714285731,3595.97998,matched (3)
Ghana,Western,70004/02,70004,2,Urban ,Other Urban ,Urban Coastal,1,2017,0.660000026,1,806.1247262,806.1247559,Urban,0,0,0,0,0,0,0,0,2264.460011,29.20000076,1854.200012,0.714285731,4147.859863,matched (3)
Ghana,Western,70004/03,70004,3,Urban ,Other Urban ,Urban Coastal,1,2017,1.620000005,2,806.1247262,1612.249512,Urban,0,0,0,0,0,0,0,0,2471.779987,513.9199982,2438.200012,0.714285731,5423.899902,matched (3)
Ghana,Western,70004/05,70004,5,Urban ,Other Urban ,Urban Coastal,1,2017,4.959999979,6,806.1247262,4836.748535,Urban,0,0,0,0,0,0,0,0,3251.420007,0,1795.799988,0.714285731,5047.219727,matched (3)
Ghana,Western,70004/06,70004,6,Urban ,Other Urban ,Urban Coastal,1,2017,2.519999981,3,806.1247262,2418.374268,Urban,0,0,0,0,0,0,0,0,2531.640027,0,1284.799988,0.714285731,3816.440186,matched (3)
Ghana,Western,70004/07,70004,7,Urban ,Other Urban ,Urban Coastal,1,2017,2.209999979,3,806.1247262,2418.374268,Urban,0,0,0,0,0,0,0,0,4019.379978,36.5,1576.799988,0.714285731,5632.679688,matched (3)
Ghana,Western,70004/08,70004,8,Urban ,Other Urban ,Urban Coastal,1,2017,4.310000002,6,806.1247262,4836.748535,Urban,0,0,0,0,0,0,0,0,3403.259988,0,1503.799988,0.714285731,4907.060059,matched (3)
Ghana,Western,70004/09,70004,9,Urban ,Other Urban ,Urban Coastal,1,2017,0.660000026,1,806.1247262,806.1247559,Urban,0,0,0,0,0,0,0,0,1954.940002,0,803,0.714285731,2757.939941,matched (3)
Ghana,Western,70004/10,70004,10,Urban ,Other Urban ,Urban Coastal,1,2017,1,1,806.1247262,806.1247559,Urban,0,0,0,0,0,0,0,0,1118.359973,146.0000038,2204.599976,0.714285731,3468.959961,matched (3)
Ghana,Western,70004/11,70004,11,Urban ,Other Urban ,Urban Coastal,1,2017,5.930000067,7,806.1247262,5642.873047,Urban,0,0,0,0,0,0,0,0,4244.219998,277.3999977,730,0.714285731,5251.620117,matched (3)
Ghana,Western,70004/12,70004,12,Urban ,Other Urban ,Urban Coastal,1,2017,4.959999979,6,806.1247262,4836.748535,Urban,0,0,0,0,0,0,0,0,3195.939959,43.79999924,1649.799957,0.714285731,4889.540039,matched (3)
Ghana,Western,70004/14,70004,14,Urban ,Other Urban ,Urban Coastal,1,2017,4.209999979,6,806.1247262,4836.748535,Urban,0,0,0,0,0,0,0,0,5298.339995,0,1489.200012,0.714285731,6787.540039,matched (3)
Ghana,Western,70004/15,70004,15,Urban ,Other Urban ,Urban Coastal,1,2017,4.350000024,6,806.1247262,4836.748535,Urban,0,0,0,0,0,0,0,0,5001.960009,335.7999954,1474.599976,0.714285731,6812.359863,matched (3)
Ghana,Western,70005/01,70005,1,Urban ,Other Urban ,Urban Coastal,2,2017,7.370000005,10,401.4778062,4014.778076,Urban,0,0,0,0,0,0,0,0,9869.599993,547.5,0,0.714285731,10417.09961,matched (3)
Ghana,Western,70005/02,70005,2,Urban ,Other Urban ,Urban Coastal,2,2017,1,1,401.4778062,401.4778137,Urban,0,0,0,0,0,0,0,0,2321.399994,715.3999939,0,0.714285731,3036.799805,matched (3)
Ghana,Western,70005/03,70005,3,Urban ,Other Urban ,Urban Coastal,2,2017,0.660000026,1,401.4778062,401.4778137,Urban,0,0,0,0,0,0,0,0,2230.879978,204.3999939,0,0.714285731,2435.279785,matched (3)
Ghana,Western,70005/04,70005,4,Urban ,Other Urban ,Urban Coastal,2,2017,1,1,401.4778062,401.4778137,Urban,0,0,0,0,0,0,0,0,525.6000023,182.5,1372.400024,0.714285731,2080.5,matched (3)
Ghana,Western,70005/05,70005,5,Urban ,Other Urban ,Urban Coastal,2,2017,2.170000017,3,401.4778062,1204.433472,Urban,0,0,0,0,0,0,0,0,1678.999985,700.8000031,0,0.714285731,2379.800049,matched (3)
Ghana,Western,70005/06,70005,6,Urban ,Other Urban ,Urban Coastal,2,2017,2.75999999,3,401.4778062,1204.433472,Urban,0,0,0,0,0,0,0,0,608.8200006,189.8000031,430.7000122,0.714285731,1229.320068,matched (3)
Ghana,Western,70005/07,70005,7,Urban ,Other Urban ,Urban Coastal,2,2017,3,3,401.4778062,1204.433472,Urban,0,0,0,0,0,0,0,0,829.2800102,481.8000069,4380,0.714285731,5691.080078,matched (3)
Ghana,Western,70005/08,70005,8,Urban ,Other Urban ,Urban Coastal,2,2017,2.420000017,3,401.4778062,1204.433472,Urban,0,0,0,0,0,0,0,0,2533.100014,0,0,0.714285731,2533.100098,matched (3)
Ghana,Western,70005/09,70005,9,Urban ,Other Urban ,Urban Coastal,2,2017,9.669999957,13,401.4778062,5219.211426,Urban,0,0,0,0,0,0,0,0,10382.05998,664.3000031,0,0.714285731,11046.35938,matched (3)
Ghana,Western,70005/10,70005,10,Urban ,Other Urban ,Urban Coastal,2,2017,2.930000007,4,401.4778062,1605.911255,Urban,0,0,0,0,0,0,0,0,5515.879934,197.1000061,0,0.714285731,5712.97998,matched (3)
Ghana,Western,70005/11,70005,11,Urban ,Other Urban ,Urban Coastal,2,2017,1,1,401.4778062,401.4778137,Urban,0,0,0,0,0,0,0,0,585.4600258,445.2999878,2628,0.714285731,3658.76001,matched (3)
Ghana,Western,70005/12,70005,12,Urban ,Other Urban ,Urban Coastal,2,2017,4.279999971,6,401.4778062,2408.866943,Urban,0,0,0,0,0,0,0,0,7483.959971,343.1000061,0,0.714285731,7827.060059,matched (3)
Ghana,Western,70005/13,70005,13,Urban ,Other Urban ,Urban Coastal,2,2017,2.279999971,3,401.4778062,1204.433472,Urban,0,0,0,0,0,0,0,0,2927.299976,365,0,0.714285731,3292.300049,matched (3)
Ghana,Western,70005/14,70005,14,Urban ,Other Urban ,Urban Coastal,2,2017,0.790000021,1,401.4778062,401.4778137,Urban,0,0,0,0,0,0,0,0,4588.779991,416.1000061,0,0.714285731,5004.879883,matched (3)
Ghana,Western,70005/15,70005,15,Urban ,Other Urban ,Urban Coastal,2,2017,3.829999983,5,401.4778062,2007.389038,Urban,0,0,0,0,0,0,0,0,5781.600109,642.4000244,0,0.714285731,6424,matched (3)
Ghana,Western,70006/01,70006,1,Urban ,Other Urban ,Urban Coastal,3,2017,2.900000036,4,304.6153886,1218.461548,Urban,0,0,0,0,0,0,0,0,5104.16,423.400013,0,0.714285731,5527.560059,matched (3)
Ghana,Western,70006/02,70006,2,Urban ,Other Urban ,Urban Coastal,3,2017,1,1,304.6153886,304.615387,Urban,0,0,0,0,0,0,0,0,1194.279999,255.5,1022,0.714285731,2471.780029,matched (3)
Ghana,Western,70006/03,70006,3,Urban ,Other Urban ,Urban Coastal,3,2017,1,1,304.6153886,304.615387,Urban,0,0,0,0,0,0,0,0,1876.1,335.7999878,0,0.714285731,2211.899902,matched (3)
Ghana,Western,70006/04,70006,4,Urban ,Other Urban ,Urban Coastal,3,2017,3.209999979,4,304.6153886,1218.461548,Urban,0,0,0,0,0,0,0,0,4619.440001,408.7999878,0,0.714285731,5028.239746,matched (3)
Ghana,Western,70006/05,70006,5,Urban ,Other Urban ,Urban Coastal,3,2017,1.519999981,2,304.6153886,609.2307739,Urban,0,0,0,0,0,0,0,0,3730.30003,248.1999969,0,0.714285731,3978.5,matched (3)
Ghana,Western,70006/06,70006,6,Urban ,Other Urban ,Urban Coastal,3,2017,1,1,304.6153886,304.615387,Urban,0,0,0,0,0,0,0,0,2776.919996,474.4999924,0,0.714285731,3251.419922,matched (3)
Ghana,Western,70006/07,70006,7,Urban ,Other Urban ,Urban Coastal,3,2017,2,2,304.6153886,609.2307739,Urban,0,0,0,0,0,0,0,0,,,,0.714285731,0,matched (3)
Ghana,Western,70006/08,70006,8,Urban ,Other Urban ,Urban Coastal,3,2017,2.310000002,3,304.6153886,913.8461914,Urban,0,0,0,0,0,0,0,0,4467.599972,1153.400024,0,0.714285731,5621,matched (3)
Ghana,Western,70006/09,70006,9,Urban ,Other Urban ,Urban Coastal,3,2017,1,1,304.6153886,304.615387,Urban,0,0,0,0,0,0,0,0,554.8000069,153.2999992,0,0.714285731,708.0999756,matched (3)
Ghana,Western,70006/10,70006,10,Urban ,Other Urban ,Urban Coastal,3,2017,2.829999983,4,304.6153886,1218.461548,Urban,0,0,0,0,0,0,0,0,6526.199989,481.7999878,0,0.714285731,7008,matched (3)
Ghana,Western,70006/12,70006,12,Urban ,Other Urban ,Urban Coastal,3,2017,1,1,304.6153886,304.615387,Urban,0,0,0,0,0,0,0,0,1970.999968,452.5999985,0,0.714285731,2423.600098,matched (3)
Ghana,Western,70006/13,70006,13,Urban ,Other Urban ,Urban Coastal,3,2017,3.829999983,5,304.6153886,1523.076904,Urban,0,0,0,0,0,0,0,0,2525.800006,0,0,0.714285731,2525.800049,matched (3)
Ghana,Western,70006/14,70006,14,Urban ,Other Urban ,Urban Coastal,3,2017,1,1,304.6153886,304.615387,Urban,0,0,0,0,0,0,0,0,335.8000069,1576.800018,1211.800003,0.714285731,3124.400146,matched (3)
Ghana,Western,70006/15,70006,15,Urban ,Other Urban ,Urban Coastal,3,2017,1.790000021,2,304.6153886,609.2307739,Urban,0,0,0,0,0,0,0,0,943.1599903,233.5999908,0,0.714285731,1176.76001,matched (3)
Ghana,Western,70007/01,70007,1,Urban ,Other Urban ,Urban Coastal,5,2017,1,1,288.9159802,288.9159851,Urban,0,0,0,0,0,0,0,0,554.7999878,423.3999939,1971,0.714285731,2949.199951,matched (3)
Ghana,Western,70007/02,70007,2,Urban ,Other Urban ,Urban Coastal,5,2017,1.550000012,2,288.9159802,577.8319702,Urban,0,0,0,0,0,0,0,0,1081.859997,540.1999817,2219.199982,0.714285731,3841.26001,matched (3)
Ghana,Western,70007/03,70007,3,Urban ,Other Urban ,Urban Coastal,5,2017,3.069999993,4,288.9159802,1155.66394,Urban,0,0,0,0,0,0,0,0,4988.07056,510.9999847,0,0.714285731,5499.070801,matched (3)
Ghana,Western,70007/04,70007,4,Urban ,Other Urban ,Urban Coastal,5,2017,2.029999971,2,288.9159802,577.8319702,Urban,0,0,0,0,0,0,0,0,1019.079981,408.7999878,2584.200012,0.714285731,4012.079834,matched (3)
Ghana,Western,70007/05,70007,5,Urban ,Other Urban ,Urban Coastal,6,2017,3.409999967,4,288.9159802,1155.66394,Urban,0,0,0,0,0,0,0,0,4947.940016,467.1999817,0,0.714285731,5415.140137,matched (3)
Ghana,Western,70007/06,70007,6,Urban ,Other Urban ,Urban Coastal,5,2017,2.449999988,3,288.9159802,866.7479248,Urban,0,0,0,0,0,0,0,0,4200.42001,496.4000092,292,0.714285731,4988.819824,matched (3)
Ghana,Western,70007/07,70007,7,Urban ,Other Urban ,Urban Coastal,5,2017,4.699999928,6,288.9159802,1733.49585,Urban,0,0,0,0,0,0,0,0,8276.739946,525.6000137,0,0.714285731,8802.339844,matched (3)
Ghana,Western,70007/08,70007,8,Urban ,Other Urban ,Urban Coastal,5,2017,3.730000019,5,288.9159802,1444.579956,Urban,0,0,0,0,0,0,0,0,6567.079948,540.1999931,58.40000153,0.714285731,7165.680176,matched (3)
Ghana,Western,70007/10,70007,10,Urban ,Other Urban ,Urban Coastal,5,2017,3.139999986,4,288.9159802,1155.66394,Urban,0,0,0,0,0,0,0,0,7739.460024,357.6999969,0,0.714285731,8097.160156,matched (3)
Ghana,Western,70007/11,70007,11,Urban ,Other Urban ,Urban Coastal,5,2017,4.349999964,6,288.9159802,1733.49585,Urban,0,0,0,0,0,0,0,0,7289.779997,292,0,0.714285731,7581.779785,matched (3)
Ghana,Western,70007/12,70007,12,Urban ,Other Urban ,Urban Coastal,5,2017,3.689999998,5,288.9159802,1444.579956,Urban,0,0,0,0,0,0,0,0,6242.960001,408.7999878,146,0.714285731,6797.759766,matched (3)
Ghana,Western,70007/13,70007,13,Urban ,Other Urban ,Urban Coastal,6,2017,2.660000026,3,288.9159802,866.7479248,Urban,0,0,0,0,0,0,0,0,5180.080006,364.9999847,438,0.714285731,5983.080078,matched (3)
Ghana,Western,70007/14,70007,14,Urban ,Other Urban ,Urban Coastal,5,2017,3.279999971,4,288.9159802,1155.66394,Urban,0,0,0,0,0,0,0,0,5547.999971,437.9999924,0,0.714285731,5986,matched (3)
Ghana,Western,70007/15,70007,15,Urban ,Other Urban ,Urban Coastal,6,2017,3.75999999,5,288.9159802,1444.579956,Urban,0,0,0,0,0,0,0,0,7229.920065,459.8999977,365,0.714285731,8054.819824,matched (3)
Ghana,Western,70008/01,70008,1,Urban ,Other Urban ,Urban Coastal,5,2017,2.829999983,4,336.0327045,1344.130859,Urban,0,0,0,0,0,0,0,0,1423.500008,0,175.1999931,0.714285731,1598.699951,matched (3)
Ghana,Western,70008/02,70008,2,Urban ,Other Urban ,Urban Coastal,5,2017,1.450000048,2,336.0327045,672.0654297,Urban,0,0,0,0,0,0,0,0,2544.779997,73,0,0.714285731,2617.780029,matched (3)
Ghana,Western,70008/03,70008,3,Urban ,Other Urban ,Urban Coastal,5,2017,2.310000002,3,336.0327045,1008.098083,Urban,0,0,0,0,0,0,0,0,,,,0.714285731,0,matched (3)
Ghana,Western,70008/04,70008,4,Urban ,Other Urban ,Urban Coastal,6,2017,1,1,336.0327045,336.0327148,Urban,0,0,0,0,0,0,0,0,1328.600002,87.59999847,1270.199982,0.714285731,2686.399902,matched (3)
Ghana,Western,70008/06,70008,6,Urban ,Other Urban ,Urban Coastal,5,2017,2.209999979,3,336.0327045,1008.098083,Urban,0,0,0,0,0,0,0,0,,,,0.714285731,0,matched (3)
Ghana,Western,70008/07,70008,7,Urban ,Other Urban ,Urban Coastal,5,2017,0.790000021,1,336.0327045,336.0327148,Urban,0,0,0,0,0,0,0,0,0,0,0,0.714285731,0,matched (3)
Ghana,Western,70008/08,70008,8,Urban ,Other Urban ,Urban Coastal,5,2017,3.140000045,4,336.0327045,1344.130859,Urban,0,0,0,0,0,0,0,0,3133.159966,255.5,175.1999969,0.714285731,3563.859863,matched (3)
Ghana,Western,70008/09,70008,9,Urban ,Other Urban ,Urban Coastal,5,2017,2.480000019,3,336.0327045,1008.098083,Urban,0,0,0,0,0,0,0,0,262.7999973,160.6000023,408.7999878,0.714285731,832.1999512,matched (3)
Ghana,Western,70008/10,70008,10,Urban ,Other Urban ,Urban Coastal,5,2017,4.560000002,6,336.0327045,2016.196167,Urban,0,0,0,0,0,0,0,0,3571.160007,153.3000031,613.1999969,0.714285731,4337.660156,matched (3)
Ghana,Western,70008/11,70008,11,Urban ,Other Urban ,Urban Coastal,5,2017,1,1,336.0327045,336.0327148,Urban,0,0,0,0,0,0,0,0,73,73,1693.600006,0.714285731,1839.599976,matched (3)
Ghana,Western,70008/12,70008,12,Urban ,Other Urban ,Urban Coastal,6,2017,5.449999988,7,336.0327045,2352.229004,Urban,0,0,0,0,0,0,0,0,6234.199951,73,73,0.714285731,6380.200195,matched (3)
Ghana,Western,70008/13,70008,13,Urban ,Other Urban ,Urban Coastal,5,2017,3.209999979,5,336.0327045,1680.163574,Urban,0,0,0,0,0,0,0,0,7889.839926,127.0199928,262.8000031,0.714285731,8279.660156,matched (3)
Ghana,Western,70008/14,70008,14,Urban ,Other Urban ,Urban Coastal,5,2017,3.519999981,5,336.0327045,1680.163574,Urban,0,0,0,0,0,0,0,0,5542.159985,0,0,0.714285731,5542.160156,matched (3)
Ghana,Western,70008/15,70008,15,Urban ,Other Urban ,Urban Coastal,5,2017,2.420000017,3,336.0327045,1008.098083,Urban,0,0,0,0,0,0,0,0,1467.300014,0,43.79999924,0.714285731,1511.100098,matched (3)
Ghana,Western,70009/01,70009,1,Urban ,Other Urban ,Urban Coastal,5,2017,1.379999995,2,420.7649136,841.5298462,Urban,0,0,0,0,0,0,0,0,1573.87999,481.8000031,0,0.714285731,2055.679932,matched (3)
Ghana,Western,70009/02,70009,2,Urban ,Other Urban ,Urban Coastal,5,2017,2.900000036,4,420.7649136,1683.059692,Urban,0,0,0,0,0,0,0,0,2046.919977,131.3999939,0,0.714285731,2178.319824,matched (3)
Ghana,Western,70009/03,70009,3,Urban ,Other Urban ,Urban Coastal,5,2017,5.689999998,7,420.7649136,2945.354492,Urban,0,0,0,0,0,0,0,0,2855.759975,350.3999939,0,0.714285731,3206.159912,matched (3)
Ghana,Western,70009/04,70009,4,Urban ,Other Urban ,Urban Coastal,5,2017,0.790000021,1,420.7649136,420.7649231,Urban,0,0,0,0,0,0,0,0,0,219,394.2000122,0.714285731,613.2000122,matched (3)
Ghana,Western,70009/06,70009,6,Urban ,Other Urban ,Urban Coastal,5,2017,0.660000026,1,420.7649136,420.7649231,Urban,0,0,0,0,0,0,0,0,1994.359989,219,0,0.714285731,2213.359863,matched (3)
Ghana,Western,70009/07,70009,7,Urban ,Other Urban ,Urban Coastal,5,2017,2.450000048,3,420.7649136,1262.2948,Urban,0,0,0,0,0,0,0,0,350.3999901,0,0,0.714285731,350.3999939,matched (3)
Ghana,Western,70009/08,70009,8,Urban ,Other Urban ,Urban Coastal,5,2017,1.209999979,2,420.7649136,841.5298462,Urban,0,0,0,0,0,0,0,0,788.3999748,219,1007.400024,0.714285731,2014.800049,matched (3)
Ghana,Western,70009/09,70009,9,Urban ,Other Urban ,Urban Coastal,6,2017,4.410000026,6,420.7649136,2524.5896,Urban,0,0,0,0,0,0,0,0,1191.360022,87.59999847,0,0.714285731,1278.959961,matched (3)
Ghana,Western,70009/10,70009,10,Urban ,Other Urban ,Urban Coastal,6,2017,1.75999999,2,420.7649136,841.5298462,Urban,0,0,0,0,0,0,0,0,2106.780016,254.0400009,0,0.714285731,2360.820068,matched (3)
